plotid_time,status,species,BA_m2_sum,n_trees,mean_dbh_cm,max_dbh_cm,min_dbh_cm,mean_ht2c,mean_ht,mean_ht2d,n_trees_ha,BA_m2_ha
fm19-5 prefire ,dead,abco,0.0216871994858937,2,11.75,11.8,11.7,,6.75,,8.09372,0.0877650601114839
fm19-5 prefire ,live,abco,2.80142276820496,33,29.1621212121212,58.3,8.15,7.42424242424242,14.4363636363636,,133.54638,11.3369657437379
fm19-5 prefire ,live,abma,1.83209593956274,3,59.9,151.3,10.2,7.66666666666667,16.3,,12.14058,7.41423577397886
fm19-5 prefire ,live,cade,0.0735415424278835,1,30.6,30.6,30.6,3,10.5,,4.04686,0.297612326389705
fm19-6 prefire ,dead,abco,0.397990309125533,3,37.1666666666667,57.9,15,,8.66666666666667,,12.14058,1.61061106238775
fm19-6 prefire ,live,cade,0.00801184666481737,1,10.1,10.1,10.1,1.5,4,,4.04686,0.0324228217939828
fm19-6 prefire ,live,pije,0.645004314699337,4,43.175,61.8,24,4.9,13.625,,16.18744,2.61024216098416
fm19-6 prefire ,stump,abco,,2,,,,,,,8.09372,
fm19-7 prefire ,dead,abma,0.797948040650376,4,49.575,58.9,34.7,,8.475,,16.18744,3.22918400778638
fm19-7 prefire ,live,abco,0.0128970232411495,2,9.05,9.5,8.6,1.75,4,,8.09372,0.0521924474736782
fm19-7 prefire ,live,abma,0.885395057561211,6,38.6333333333333,73,13.5,7.76666666666667,14.6833333333333,,24.28116,3.58306984264216
fm19-7 prefire ,stump,abma,,1,,,,,,,4.04686,
fm19-8 prefire ,dead,abco,0.377717611731918,3,37.3666666666667,50.7,17.4,,5.5,,12.14058,1.52857029421343
fm19-8 prefire ,live,abco,0.692408591647517,11,23.6363636363636,59.8,8.1,4.55,11.6909090909091,,44.51546,2.80208063319467
fm19-8 prefire ,live,cade,2.09230620507795,17,36.5470588235294,68.9,16.6,5.05882352941176,14.0941176470588,,68.79662,8.46727028908174
fm19-8 prefire ,live,pije,0.0929408770638004,1,34.4,34.4,34.4,3.7,10,,4.04686,0.376118717754411
fm19-8 prefire ,live ,cade,0.217300822256152,1,52.6,52.6,52.6,7,15,,4.04686,0.879386005555533
fm19-8 prefire ,stump,cade,,1,,,,,,,4.04686,
fm19-9 prefire ,live,cade,0.551995893393485,8,26.4125,45,7.7,1.98125,9.9375,,32.37488,2.23385010113836
fm19-9 prefire ,live,pije,0.348495302266389,4,27.6,52.8,7.8,4.15,12.125,,16.18744,1.41031169892976
fm19-9 prefire ,stump,pije,,1,,,,,,,4.04686,
FM37 prefire ,dead,ABMA,0.255538717239321,3,30.3333333333333,42.1,12.5,,10.9333333333333,1.43333333333333,12.14058,1.03412941324712
FM37 prefire ,live,ABCO,0.011499014510302,1,12.1,12.1,12.1,2.4,5.2,1.6,4.04686,0.0465349018611609
FM37 prefire ,live,ABMA,0.757735654684427,4,44.025,81.6,29.5,6.725,17,2.675,16.18744,3.06645011151622
FM38 prefire ,dead,ABMA,0.0232352192659501,1,17.2,17.2,17.2,,5.8,0.3,4.04686,0.0940296794386028
FM38 prefire ,live,ABMA,1.24241428609495,9,37.8111111111111,68.1,13.5,6.03333333333333,16.1222222222222,1.47777777777778,36.42174,5.02787667782622
FM38 prefire ,live,PILA,0.571462772271454,1,85.3,85.3,85.3,7.3,24.2,1.8,4.04686,2.31262983459446
FM39 prefire ,dead,ABMA,0.480289826473461,1,78.2,78.2,78.2,,13.4,5.6,4.04686,1.94366568716239
FM39 prefire ,live,ABCO,0.870376281181644,7,34.7428571428571,66.7,7.8,3.38571428571429,13.5,0.814285714285714,28.32802,3.52229095726275
FM39 prefire ,live,CADE,0.0151746779150021,1,13.9,13.9,13.9,1.3,4.4,0,4.04686,0.0614097970671054
FM40 prefire ,dead,ABMA,0.0606987116600084,1,27.8,27.8,27.8,,16.8,0.5,4.04686,0.245639188268422
FM40 prefire ,live,ABCO,1.21363179960093,12,32.8666666666667,64.1,8.8,4.6,15.325,0.75,48.56232,4.91139798453301
FM40 prefire ,live,ABMA,0.0483705130386995,2,17.425,19.5,15.35,3.35,7.75,0.5,8.09372,0.195748694395791
FM41 prefire ,dead,ABCO,0.305455482912209,8,21.25,29.2,12,,9.9875,1.4125,32.37488,1.2361355755781
FM41 prefire ,dead,CADE,0.0120762821603992,1,12.4,12.4,12.4,,2.2,0,4.04686,0.048871023223633
FM41 prefire ,live,ABCO,1.89739472826576,23,28.1739130434783,73.9,8.6,7.2304347826087,15.2608695652174,1.00869565217391,93.07778,7.67849083002959
FM41 prefire ,live,CADE,3.10586410573868,2,109.15,197.8,20.5,13.75,27.65,22.85,8.09372,12.5689972149496
FM42 prefire ,dead,ABMA,1.19990775209372,2,70.1,122.3,17.9,,5.4,,8.09372,4.85585868563799
FM42 prefire ,live,ABCO,0.773433407776252,10,24.6,78.3,9,6,13.63,1.96,40.4686,3.1299767205934
FM42 prefire ,live,ABMA,0.55214511904453,2,57.55,71.8,43.3,,,4.15,8.09372,2.23445399645655
FM42 prefire ,live,CADE,,6,,,,3.5,11.85,0.75,24.28116,
FM43 prefire ,dead,ABCO,0.0882347712687229,3,18.2666666666667,24.2,9.4,,8.46666666666667,1.73333333333333,12.14058,0.357073766456544
FM43 prefire ,dead,ABMA,0.225403775107924,3,30.8333333333333,34.2,28.5,,15.1,2.7,12.14058,0.912177521333253
FM43 prefire ,live,ABCO,2.68444144240818,5,64.94,146.6,9,12.4,27.3,7.4,20.2343,10.863558695624
FM43 prefire ,live,ABMA,0.788528760476751,2,60.3,97.5,23.1,19,31.05,6,8.09372,3.19106549962294
FM43 prefire ,live,CADE,2.28646212885694,6,47.3666666666667,158.3,10,5.6,13.85,2.26666666666667,24.28116,9.25299213078599
FM44 prefire ,dead,ABCO,1.66191272392512,14,36.05,56.2,7.6,,13.4428571428571,,56.65604,6.72552812594363
FM44 prefire ,live,ABCO,2.67803494958935,14,46.2714285714286,78.4,25.5,8.21428571428571,25.7357142857143,,56.65604,10.8376325160952
FM45 prefire ,dead,ABCO,0.94745093724757,6,44.1333333333333,53.5,30.5,,12.8,,24.28116,3.8342012999097
FM45 prefire ,live,ABCO,1.32353570619779,11,33.6,66.9,7.8,1.77272727272727,13.3545454545455,0.318181818181818,44.51546,5.35616370798357
FM45 prefire ,live,CADE,0.0551545860245858,1,26.5,26.5,26.5,0.6,10.7,0.2,4.04686,0.223202887999455
FM46 prefire ,dead,ABCO,0.456167892681035,3,39.4333333333333,59.3,12.9,,14.8,1.16666666666667,12.14058,1.84604759817517
FM46 prefire ,live,ABCO,1.71842997576321,23,26.8652173913044,70.6,8.6,4.53478260869565,12.195652173913,1.38695652173913,93.07778,6.95424553171708
FM46 prefire ,live,CADE,0.182468413709476,3,26.0666666666667,37.1,13.4,3.53333333333333,9.16666666666667,0.766666666666667,12.14058,0.738424124704328
FM46 prefire ,live,PIJE,0.0188691908756237,1,15.5,15.5,15.5,3.4,6.9,1.7,4.04686,0.0763609737869265
FM47 prefire ,dead,ABCO,1.71685446704743,11,36.5181818181818,100.9,7.3,,10.3454545454545,,44.51546,6.94786966851556
FM47 prefire ,dead,ABMA,0.00950331777710912,1,11,11,11,,6.5,0,4.04686,0.0384585965794718
FM47 prefire ,live,ABCO,0.879957157027388,18,21.0916666666667,51.9,7.65,3.47777777777778,11.4555555555556,0.6,72.84348,3.56106342048786
FM47 prefire ,live,ABMA,1.70360892337127,6,44.1416666666667,128.9,10.7,5.73333333333333,16.6333333333333,1.13333333333333,24.28116,6.89426680763427
FM47 prefire ,live,CADE,0.00490166993776348,1,7.9,7.9,7.9,1,4.2,0.5,4.04686,0.0198363720043375
FM48 prefire ,dead,ABMA,0.634834193881504,3,46.8,76,21.4,,8.2,,12.14058,2.5690851058513
FM48 prefire ,live,ABCO,0.452181997001793,7,17.6571428571429,73,7.8,1.15714285714286,7.18571428571429,0.514285714285714,28.32802,1.82991723638668
FM48 prefire ,live,ABMA,1.56392409286517,3,68.9333333333333,103.6,7.7,11.6666666666667,22.7,4.16666666666667,12.14058,6.32898185445234
FM49 prefire ,dead,ABCO,0.0330063578167778,1,20.5,20.5,20.5,,10.8,1,4.04686,0.133572109194405
FM49 prefire ,dead,ABMA,0.137227908701456,1,41.8,41.8,41.8,,24.3,0.8,4.04686,0.555342134607573
FM49 prefire ,live,ABCO,0.31249029426176,6,24.7166666666667,34.3,14.3,4.68333333333333,12.3666666666667,1.01666666666667,24.28116,1.26460447223615
FM49 prefire ,live,CADE,0.134418539470983,7,14.3,24.4,8.2,1.32857142857143,5.14285714285714,0.114285714285714,28.32802,0.543973010643542
FM49 prefire ,live,PIJE,0.601320468851171,1,87.5,87.5,87.5,12.6,27.6,5.4,4.04686,2.43345975257505
FM50 prefire ,dead,ABCO,0.713087339891609,9,29.3222222222222,55.7,14.6,,8.53333333333333,1.7,36.42174,2.88576463231376
FM50 prefire ,live,ABCO,1.186868571785,14,31.2142857142857,48.8,15.5,4.31428571428571,14.1857142857143,0.485714285714286,56.65604,4.80309094841383
FM50 prefire ,live,CADE,0.0823804133587584,2,22.6,26.3,18.9,1.1,8.75,0,8.09372,0.333381999605025
FM51 prefire ,dead,ABCO,0.246885200275008,3,32.2666666666667,35,28.8,,14.9,0.9,12.14058,0.999109841584917
FM51 prefire ,dead,ABMA,0.120687423380306,1,39.2,39.2,39.2,,15.8,0.2,4.04686,0.488405106180823
FM51 prefire ,live,ABCO,1.63542281467006,16,29.64375,63.3,7.8,2.8875,11.35625,0.425,64.74976,6.61832717177566
FM52 prefire ,dead,ABCO,0.0947959875257452,2,24.5,26.3,22.7,,3.6,0.75,8.09372,0.383626090078437
FM52 prefire ,live,ABCO,0.146294545099716,4,17.9,38.7,9.3,1.375,7.6,0.45,16.18744,0.592033542782236
FM53 prefire ,live,ABCO,0.224607381370239,11,15.0272727272727,29.8,8,1.7,6.15454545454545,0.0909090909090909,44.51546,0.908954627371965
FM53 prefire ,live,ABMA,2.31802571024756,11,35.2909090909091,111.3,7.7,5.5,17.4272727272727,1.8,44.51546,9.38072552577242
FM53 prefire ,live,PILA,0.0136847775990371,1,13.2,13.2,13.2,1.2,5.2,0.2,4.04686,0.0553803790744394
FM54 prefire ,dead,ABCO,0.0191134497044403,1,15.6,15.6,15.6,,4.6,0,4.04686,0.0773494550709113
FM54 prefire ,dead,ABMA,0.542365341113905,1,83.1,83.1,83.1,,11.5,3.4,4.04686,2.19487660434022
FM54 prefire ,live,ABCO,0.30138240803683,10,17.48,36.3,8.2,1.44,7.72,0.05,40.4686,1.21965241178792
FM54 prefire ,live,ABMA,0.692162762022374,2,61.35,86.7,36,10.5,31.2,6.25,8.09372,2.80108579511786
FM54 prefire ,live,CADE,0.212153322693246,4,24.45,36.6,14.6,1.75,8.725,0.175,16.18744,0.858554795474388
FM55 prefire ,dead,ABCO,0.0536544755324967,3,13.7666666666667,22.5,9.1,,9.3,1.46666666666667,12.14058,0.217132150853439
FM55 prefire ,dead,ABMA,0.200296166620434,1,50.5,50.5,50.5,,28.9,0.8,4.04686,0.810570544849571
FM55 prefire ,live,ABCO,1.85277076081601,12,36.125,94.6,9.9,7.41666666666667,19.1666666666667,2.37916666666667,48.56232,7.49790388111589
FM55 prefire ,live,CADE,0.425048846650902,4,27.125,70,9.4,3.325,9.05,0.85,16.18744,1.72011317555767
FM56 prefire ,dead,ABMA,0.157632552986521,1,44.8,44.8,44.8,,21.2,1.5,4.04686,0.637916873379034
FM56 prefire ,live,ABCO,0.399748030215216,14,17.4071428571429,37,8.2,,,0.764285714285714,56.65604,1.61772431355675
FM56 prefire ,live,ABMA,1.30994596177652,10,36.11,65,9.6,3.89,15.43,1.12,40.4686,5.30116791487492
FM56 prefire ,live,CADE,0.0577998070389084,2,18.45,23.7,13.2,1.6,7.15,0,8.09372,0.233907727113477
FM57 prefire ,dead,ABCO,1.42715014430216,1,134.8,134.8,134.8,,8.7,4.7,4.04686,5.77547683297063
FM57 prefire ,dead,ABMA,0.387598902375162,1,70.25,70.25,70.25,,34.4,5,4.04686,1.56855849406595
FM57 prefire ,dead,CADE,0.0113097335529233,1,12,12,12,,4,0.2,4.04686,0.045768908325983
FM57 prefire ,dead,PILA,0.0620943641963657,2,17.95,26.5,9.4,,12.05,0.85,8.09372,0.251287198691704
FM57 prefire ,live,ABCO,1.06869049553674,7,38.5571428571429,72.2,15,8,18.4857142857143,1.62857142857143,28.32802,4.32484081876783
FM57 prefire ,live,CADE,1.14532179433943,11,34.2272727272727,58.6,16.1,6.6,13.4272727272727,1.03636363636364,44.51546,4.63495695664048
FM57 prefire ,live,PIJE,0.26970258771803,1,58.6,58.6,58.6,16.7,29.2,9.5,4.04686,1.09144861413259
FM57 prefire ,live,PILA,0.567450173054656,1,85,85,85,13,36.8,3.9,4.04686,2.29639140732797
FM62 prefire ,dead,ABCO,0.029864765163188,1,19.5,19.5,19.5,,4,0.7,4.04686,0.120858523548299
FM62 prefire ,dead,ABMA,0.0307907495978336,1,19.8,19.8,19.8,,6.4,0.1,4.04686,0.124605852917489
FM62 prefire ,live,ABCO,1.40593889610328,15,29.42,56.5,7.9,5.91333333333333,15.18,0.526666666666667,60.7029,5.68963788108453
FM62 prefire ,live,ABMA,0.214035922090909,4,25.525,32.1,17,2.95,14.825,0.5,16.18744,0.866173411672817
FM62 prefire ,live,PIJE,0.0292552961883916,1,19.3,19.3,19.3,2,5.4,0.1,4.04686,0.118392087932954
FM63 prefire ,dead,ABCO,0.353666363774198,5,27.36,40,8.1,,10.8,0.62,20.2343,1.43123826090325
FM63 prefire ,live,ABCO,1.1796114927552,31,20.341935483871,39.8,8,3.20967741935484,9.33225806451613,,125.45266,4.77372256557132
FM63 prefire ,live,CADE,0.0162860163162095,1,14.4,14.4,14.4,0.7,5.5,0,4.04686,0.0659072279894155
FM63 prefire ,live,PIJE,1.7935870822132,5,56.2,103.6,11.7,6.22,19.02,2.76,20.2343,7.2583958195253
FM63 prefire ,live,PILA,0.190434707280816,2,33.15,43.8,22.5,2,11.1,0.45,8.09372,0.770662599506442
FM64 prefire ,dead,ABCO,0.31045611301856,7,22.9857142857143,32.2,14.3,,,,28.32802,1.25637242553029
FM64 prefire ,live,ABCO,0.492897823190481,18,17.2055555555556,29,7.9,2.10555555555556,8.32777777777778,0.738888888888889,72.84348,1.99468848475663
FM64 prefire ,live,CADE,0.161170771712627,1,45.3,45.3,45.3,2,12.6,0.3,4.04686,0.652235549212962
FM64 prefire ,live,PIJE,1.00771689451955,6,43.75,61.8,23.8,4.38333333333333,15.9,2.31666666666667,24.28116,4.07808919175537
FM68 prefire ,na,na,,1,,,,,,,4.04686,
FM69 prefire ,live,ABCO,0.0943993614532295,2,24.05,28.8,19.3,3.15,10.85,0.8,8.09372,0.382020999890616
FM69 prefire ,live,ABMA,0.0793322830866129,3,17.9666666666667,20.8,12.7,1.86666666666667,5.2,0.166666666666667,12.14058,0.32104664313189
FM69 prefire ,live,CADE,0.00541060794764502,1,8.3,8.3,8.3,0.6,3.7,0,4.04686,0.0218959728790067
hcp1 prefire ,dead,abco,0.0522792433483878,1,25.8,25.8,25.8,,17,,4.04686,0.211566778736856
hcp1 prefire ,live,abco,0.577633645641268,4,41,61,28.9,17.75,31.75,,16.18744,2.33760249519982
hcp1 prefire ,live,cade,1.22001708666935,3,71.3333333333333,84.7,64.2,19.3333333333333,29,,12.14058,4.93723834735872
hcp1 prefire ,live,pipo,0.514028175378526,1,80.9,80.9,80.9,20,45,,4.04686,2.08020006181234
hcp1 prefire ,live,psme,0.149433781558815,2,30.65,34.1,27.2,15.5,24.5,,8.09372,0.604737593239108
hcp10 prefire ,live,cade,0.862941309467842,3,59.5666666666667,74.1,48.7,13.6666666666667,27.5333333333333,,12.14058,3.49220266763303
hcp10 prefire ,live,pipo,1.01944995768254,5,48.84,69.5,31.5,15.9,30.8,,20.2343,4.12557125574717
hcp10 prefire ,live,psme,0.0794226038754036,1,31.8,31.8,31.8,6,19,,4.04686,0.321412158719216
hcp11 prefire ,live,psme,0.807573095142812,6,40.1333333333333,53.2,21.8,5.66666666666667,23.0666666666667,,24.28116,3.26813525580964
hcp11 prefire ,live,quke,0.903562887876921,2,64.5,104.4,24.6,6,10.5,,8.09372,3.6565925084336
hcp2 prefire ,dead,quke,0.176460117759485,1,47.4,47.4,47.4,,9,,4.04686,0.71410939215615
hcp2 prefire ,live,abco,0.468225325285513,4,36.575,56.3,23.9,14.375,25.575,,16.18744,1.89484233988493
hcp2 prefire ,live,cade,0.936571601888189,2,77.2,78.8,75.6,10,27,,8.09372,3.79017415281724
hcp3 prefire ,live,pipo,2.71160365249112,5,82.26,102,65.8,24.4,44.6,,20.2343,10.9734803571202
hcp3 prefire ,live,psme,1.11350924173102,5,46.64,92.9,19.3,10.54,25.6,,20.2343,4.5062160099916
hcp4 prefire ,live,abco,0.173674310473914,2,32.85,38,27.7,9,22.5,,8.09372,0.702835620084465
hcp4 prefire ,live,cade,0.539136569264178,2,57.6,68.3,46.9,8.5,22,,8.09372,2.18181021669243
hcp4 prefire ,live,pila,0.0978676797427926,1,35.3,35.3,35.3,14,26,,4.04686,0.396056798443918
hcp4 prefire ,live,pipo,1.00857297851765,3,63.9,77.3,44.5,23.6666666666667,40.2,,12.14058,4.08155364384394
hcp4 prefire ,live,psme,0.676629157146699,6,36.3166666666667,53,26.6,8.33333333333333,20.8333333333333,,24.28116,2.73822347089069
hcp5 prefire ,live,pipo,0.754516307612661,6,37.5666666666667,64.5,20.8,6.5,15.8333333333333,,24.28116,3.05342186462537
hcp5 prefire ,stump,pipo,,1,,,,,,,4.04686,
hcp6 prefire ,live,pipo,0.345236685286453,1,66.3,66.3,66.3,8,28,,4.04686,1.39712453221833
hcp6 prefire ,live,psme,0.54760473226193,2,57,72.4,41.6,4.5,21.5,,8.09372,2.21607968680151
hcp6 prefire ,stump,pipo,,2,,,,,,,8.09372,
hcp7  prefire ,live,pipo,0.959305737125892,10,34.64,42.2,27.2,5.2,18,,40.4686,3.88217601534529
hcp8 prefire ,live,pipo,0.662154268995284,7,34.2142857142857,42,22.7,5.91428571428572,18,,28.32802,2.67964562502626
hcp8 prefire ,stump,pipo,,2,,,,,,,8.09372,
hcp9 prefire ,live,cade,0.611153653856908,3,46.9666666666667,74.8,32.1,8.33333333333333,19,,12.14058,2.47325327564736
hcp9 prefire ,live,pipo,0.566483347915514,2,56.85,76.2,37.5,10.5,28.5,,8.09372,2.29247880134538
hcp9 prefire ,live,pisme,0.280861524823581,1,59.8,59.8,59.8,5,22,,4.04686,1.13660727034756
hcp9 prefire ,live,quec,0.204282062299676,1,51,51,51,12,14,,4.04686,0.826700906638068
hcp9 prefire ,live,quke,1.06795143586499,5,48.88,83.2,31.1,9.8,16.58,,20.2343,4.32184994774458
Indy01 prefire ,dead,PICO,0.120550175051252,9,12.4611111111111,22.5,8,,7.41111111111111,,36.42174,0.487849681407909
Indy01 prefire ,live,PICO,2.85241081697272,86,18.7703488372093,58.3,7.8,7.61511627906977,13.0755813953488,3.57441860465116,348.02996,11.5433072387742
Indy03 prefire ,live,ABCO,0.632686129904612,4,40.925,61.7,20,0.95,16.675,0.2,16.18744,2.56039219166578
Indy03 prefire ,live,ABMA,0.346278908649281,1,66.4,66.4,66.4,11.1,26,3,4.04686,1.40134226425643
Indy05 prefire ,live,ABCO,0.610193897301236,10,20.23,65.4,8.7,0.26,8.41,0,40.4686,2.46936927523248
Indy05 prefire ,live,ABMA,0.0326851299679482,1,20.4,20.4,20.4,1.7,10.1,0,4.04686,0.132272145062091
Indy06 prefire ,live,ABCO,0.385712965035304,2,40.85,68.9,12.8,1,12.1,0.1,8.09372,1.56092636968277
Indy06 prefire ,live,PICO,0.178422042371652,4,23.05,29.3,13.8,2.725,9.35,0.15,16.18744,0.722049026392143
Indy06 prefire ,live,PIJE,0.827270095682657,17,22.8882352941176,40.3,9,2.45294117647059,9.48823529411765,0.758823529411765,68.79662,3.34784625941431
Indy07 prefire ,dead,ABCO,0.0243284935093994,1,17.6,17.6,17.6,,2.2,,4.04686,0.0984540072434479
Indy07 prefire ,live,ABCO,0.956218336945576,17,25.4882352941176,43.7,13.8,1.58823529411765,10.4352941176471,0.241176470588235,68.79662,3.86968173905157
Indy07 prefire ,live,PICO,0.194136288824908,3,27.2666666666667,39.8,19.3,1.63333333333333,13.1333333333333,0.7,12.14058,0.785642381793967
Indy08 prefire ,live,ABCO,0.491806119743358,6,28.95,47.3,9.3,1,9.85,0,24.28116,1.99027051374461
Indy08 prefire ,live,PICO,0.58757914258437,30,15.25,25.2,9.7,2.78,7.85,0.42,121.4058,2.37785052895898
Indy08 prefire ,live,PIJE,0.519238506794504,21,16.8904761904762,27.8,8.1,3.33809523809524,8.1047619047619,0.695238095238095,84.98406,2.10128554360641
Indy09 prefire ,dead,"",0.220618344098343,1,53,53,53,,,,4.04686,0.892811551997821
Indy09 prefire ,live,ABCO,1.81751737885375,12,33.5083333333333,85.8,9,2.38333333333333,13.3166666666667,0.658333333333333,48.56232,7.3552383797881
Indy09 prefire ,live,PICO,1.48547852430503,26,19.8384615384615,81.6,8,3.10384615384615,9.16538461538462,1.35384615384615,105.21836,6.01152362086906
Indy10 prefire ,live,ABCO,0.0128805298797182,2,9,10,8,0.1,3.7,0,8.09372,0.0521257011490362
Indy10 prefire ,live,PIJE,1.11048781499643,16,25.36875,63.6,8.3,2.68125,9.775,0.875,64.74976,4.49398871899645
Indy11 prefire ,live,ABMA,0.321699087727595,1,64,64,64,7.5,24.8,1.7,4.04686,1.30187117016129
Indy11 prefire ,live,PIJE,0.676449300967281,4,44.9,55.7,25.4,3.45,18.125,1.625,16.18744,2.73749561811245
Indy12 prefire ,live,ABCO,0.0906231670836146,3,17.9,27.4,7.8,0.833333333333333,8.83333333333333,0,12.14058,0.366739269943996
Indy12 prefire ,live,ABMA,0.0506689807638821,4,12.4125,16.15,9.05,1.25,6,0,16.18744,0.205050271494124
Indy12 prefire ,live,PICO,0.242702366006294,6,21.2416666666667,33.5,11.25,1.8,8.95,0.133333333333333,24.28116,0.982182496896229
Indy13 prefire ,dead,ABMA,0.135265198691126,1,41.5,41.5,41.5,,2.6,,4.04686,0.547399321975168
Indy13 prefire ,live,ABCO,1.76802708438359,7,56.0285714285714,74,48,5.97142857142857,23.3857142857143,0.842857142857143,28.32802,7.15495808670858
Indy13 prefire ,live,ABMA,0.177205460616549,1,47.5,47.5,47.5,14.6,23,1.7,4.04686,0.717125690350689
Indy14 prefire ,live,PICO,0.119459060652752,1,39,39,39,2.3,16.6,0,4.04686,0.483434094193195
Indy14 prefire ,live,PIJE,0.984139241654356,18,24.8277777777778,43.6,8.2,2.55555555555556,9.80555555555556,0.705555555555556,72.84348,3.98267373148135
Indy16 prefire ,dead,POTR,0.055949408965944,2,18.75,20.9,16.6,,8.35,3.35,8.09372,0.22641942516792
Indy16 prefire ,live,ABCO,0.386125299071088,3,38.1333333333333,56.6,24.3,1.96666666666667,16.3,0.0666666666666667,12.14058,1.56259502779882
Indy16 prefire ,live,PICO,0.232352978057665,3,25.9666666666667,50.7,10.6,0.766666666666667,9.1,0.233333333333333,12.14058,0.94029997278244
Indy16 prefire ,live,POTR,0.1338860395162,4,20.325,26.3,17,5,11.6,1.775,16.18744,0.541818057876528
Indy17 prefire ,dead,ABCO,0.251484491919863,2,40,41,39,,6.8,0.3,8.09372,1.01772253097082
Indy17 prefire ,live,ABCO,0.800635673165522,4,47.825,68.1,29.4,2.975,17.4,0.5,16.18744,3.24006048030662
Indy17 prefire ,live,PICO,0.378226549741799,8,22.5375,36.7,12.3,2.475,11.975,0.6,32.37488,1.5306298950881
Indy18 prefire ,dead,ABCO,0.192117815544977,4,23.75,33.6,15,,6.225,0.125,16.18744,0.777473903016344
Indy18 prefire ,live,ABCO,0.494116172091451,15,19.3233333333333,32.4,8.4,1.82,5.58666666666667,0.233333333333333,60.7029,1.99961897219001
Indy19 prefire ,live,ABCO,0.340979041842675,4,30.65,45.6,12.4,3,13.9,0.65,16.18744,1.37989444527145
Indy19 prefire ,live,ABMA,0.237365389136467,4,24.275,44.6,11.9,2.875,9.775,0.05,16.18744,0.960584498680803
Indy19 prefire ,live,PIJE,0.842187948398228,3,57.4333333333333,75.3,35.3,6.3,20.3,3.06666666666667,12.14058,3.40821672085485
Indy20 prefire ,live,ABCO,0.0488030710771907,3,14.3333333333333,15.3,12.5,0.3,6.16666666666667,0,12.14058,0.19749919621944
Indy21 prefire ,live,ABCO,0.771529602628176,4,38.95,83.2,9.5,0.45,12.275,0,16.18744,3.12227228769186
Indy21 prefire ,live,ABMA,0.0221670777637296,1,16.8,16.8,16.8,0,4.8,0,4.04686,0.0897070603189267
Indy21 prefire ,live,PIJE,0.126270818923898,3,21.3,32.2,10,1.23333333333333,8.7,0.1,12.14058,0.511000326270366
Indy22 prefire ,dead,ABMA,0.088084760219514,2,21.25,31.7,10.8,,6.5,0,8.09372,0.356466692741942
Indy22 prefire ,live,ABCO,0.435002197575638,4,35.15,44.7,14.2,2.375,13.5,0,16.18744,1.76039299328094
Indy22 prefire ,live,ABMA,0.522330226664718,3,45.9333333333333,59.55,34.5,3.56666666666667,15.6,0.5,12.14058,2.11379730108038
Indy22 prefire ,live,PIJE,1.29049557625998,10,37.28,77.3,13.1,3.59,12.74,1.29,40.4686,5.22245492774347
Indy23 prefire ,dead,ABMA,0.0448627284914256,1,23.9,23.9,23.9,,13.6,0,4.04686,0.181553181422811
Indy23 prefire ,live,ABCO,0.160423269010613,5,17.71,36.65,10.9,2.2,6.98,0.02,20.2343,0.649210510428291
Indy23 prefire ,live,ABMA,0.146476757473624,2,29.7,36.8,22.6,3.5,10.65,0,8.09372,0.59277093074971
Indy23 prefire ,live,PICO,0.353286427412654,7,24.75,34.3,19.1,2.12857142857143,8.9,0.0428571428571429,28.32802,1.42970071163917
Indy24 prefire ,dead,PICO,0.081433223173701,1,32.2,32.2,32.2,,11.5,1.7,4.04686,0.329548853532724
Indy24 prefire ,dead,POTR,0.031331103534251,2,13.9,16.4,11.4,,9,,8.09372,0.126792589648619
Indy24 prefire ,live,ABCO,0.00817128249198705,1,10.2,10.2,10.2,1,3.4,0,4.04686,0.0330680362655227
Indy24 prefire ,live,PICO,0.445965570538503,5,29.58,49.2,8.5,3.24,15.08,,20.2343,1.80476022878944
Indy24 prefire ,live,POTR,0.630132015077243,13,23.0846153846154,34.8,8.4,4.43846153846154,12.1923076923077,1.68461538461538,52.60918,2.55005604653549
Indy25 prefire ,live,ABCO,0.776256128775502,4,48.4,63.4,31.6,5.65,24.425,1.1125,16.18744,3.14139987729643
Indy25 prefire ,live,PICO,0.656360583093442,6,36.1583333333333,53.3,26.2,7.93333333333333,19.1833333333333,2.125,24.28116,2.65619938929753
Indy25 prefire ,live,POTR,0.0055417694409324,1,8.4,8.4,8.4,4.3,5.5,2.1,4.04686,0.0224267650797317
Indy26 prefire ,dead,ABCO,0.374052158503342,3,35.6666666666667,59.2,16.3,,4.2,0.533333333333333,12.14058,1.51373671816083
Indy26 prefire ,live,ABCO,0.911415298714569,8,32.9,74.5,14.9,1.875,13.5,0.1625,32.37488,3.68837011575604
Indy26 prefire ,live,PICO,0.60269334484079,21,17.8809523809524,36.5,11,3.22857142857143,8.23809523809524,0.290476190476191,84.98406,2.4390155895024
Indy26 prefire ,live,PIJE,0.137181570209815,2,29.55,29.9,29.2,3.85,12.4,0.8,8.09372,0.555154609219293
Indy27 prefire ,live,ABCO,0.59174273459808,13,20.9346153846154,53.6,7.7,2.22692307692308,7.52307692307692,0.123076923076923,52.60918,2.39470000293559
Indy27 prefire ,live,PIJE,0.736747459563957,9,31.1111111111111,41.2,14.3,3.43333333333333,10.3444444444444,1.36666666666667,36.42174,2.98151382421099
